created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Nov 12 23:49:28 +0000 2023;1723850530621923700;"@naaooollll @aniesbaswedan Waktu pak Anies Baswedan posting ini dulu habis dibully buzzer dan pendukung rezim.... skrg ini jd kenyataan";0;0;0;0;in;1622821209535836160;1723683313876127794;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1723850530621923700
Sun Nov 12 23:49:27 +0000 2023;1723850525366468837;"@JMilei Abrazado a la “tira bomba” y a la “casta”, #MileiNo #AhoraEsMassa #MassaPresidente";0;0;0;0;es;843653149080653824;1723521709007855987;inesare1;https://twitter.com/inesare1/status/1723850525366468837
Sun Nov 12 23:48:57 +0000 2023;1723850399252156588;"@alextham878 Bhua....ha...ha...ha...🤣🤣🤣 https://t.co/GzasvJ4t7Z";0;0;0;1;hi;1218988439514693633;1723604076515217576;tukangaduayam;https://twitter.com/tukangaduayam/status/1723850399252156588
Sun Nov 12 23:48:30 +0000 2023;1723850285616161071;"@parewaminang4 Anies Baswedan pilihan kami sebagai Presiden RI 2024-2029👍👍👍";0;0;0;1;in;3253336472;1553308812106498048;Budiady5;https://twitter.com/Budiady5/status/1723850285616161071
Sun Nov 12 23:48:29 +0000 2023;1723850282566828355;"@mediaindonesia semangat terus untuk kita semua bersama Anies-Muhaimin hilang kan kecurangan";0;0;0;0;in;1711837435880189952;1723314647896563940;ahmadinuya;https://twitter.com/ahmadinuya/status/1723850282566828355
Sun Nov 12 23:47:45 +0000 2023;1723850095794565379;"@siengkong27 bisa jadi tu orang lagi "sakau" krn tersilaukan oleh "bocah dungu" yg ga jelas kapasitas apalagi kapabilitas nya, bs dimaklumi krn titisan dari ayah nya yg saat ini lurah konoha 😁😁🤭  biarin aza, gw mah tetep fokus Anies Baswedan - Muhaimin  titk tanpa koma !! https://t.co/3AYFzwkMFw";0;0;0;0;in;374002526;1723322012331098498;iccasarifien;https://twitter.com/iccasarifien/status/1723850095794565379
Sun Nov 12 23:47:11 +0000 2023;1723849953020182873;"@mediaindonesia pasangan paling jujur bersama Anies-Muhaimin yang terbaik";0;0;0;0;in;1711837430230487040;1723314647896563940;daffameryo;https://twitter.com/daffameryo/status/1723849953020182873
Sun Nov 12 23:46:52 +0000 2023;1723849874930831529;"@geloraco Ada penjegalan lagi itu biasa bahkan sabotase bisa dilakukan dikubu anies mereka ketakutan musuh anies hingga bersandiwara PDIP dengan keluarga jokowi";0;0;0;0;in;1260179404824567808;1723658634977316905;sumoburloff;https://twitter.com/sumoburloff/status/1723849874930831529
Sun Nov 12 23:46:46 +0000 2023;1723849850499051541;"@ommi_siregar Cie..cie..cie fotonya keren juga nih sama pak Anies ...";0;0;0;1;in;1667233216091279363;1716997572911587836;Andria75777;https://twitter.com/Andria75777/status/1723849850499051541
Sun Nov 12 23:46:35 +0000 2023;1723849803564552685;"Dari sini terlihat kwalitas Krj anies sangt berkwalitas, nggak hanya kerja, kerja, kerja.";0;0;0;0;in;1907021312;1723849803564552685;diazika81;https://twitter.com/diazika81/status/1723849803564552685
Sun Nov 12 23:46:17 +0000 2023;1723849727912140952;"@syafniir @aniesbaswedan Mana pak surya paloh, kenapa gak di ajak yoga dengan menari nari, dan mana anies,🤣🤣🤣🤣🤣🤣mantap kanan,";0;0;0;1;in;1554443530327642113;1723839490270085362;HasaniHasanudin;https://twitter.com/HasaniHasanudin/status/1723849727912140952
Sun Nov 12 23:46:01 +0000 2023;1723849663307022827;"@mediaindonesia semangat selalu buat pak Anies optimis kita menang";0;0;0;0;in;1711837434177302528;1723314647896563940;jontakezo;https://twitter.com/jontakezo/status/1723849663307022827
Sun Nov 12 23:46:01 +0000 2023;1723849662652682549;"@Beritasatu Anies koar2 di media , tapi kerja nyata nya tdk ada";0;0;0;0;in;1638946160491794432;1723520131937309001;BBernats26738;https://twitter.com/BBernats26738/status/1723849662652682549
Sun Nov 12 23:45:08 +0000 2023;1723849437456257374;"Kayaknya bukan cuma Anies, tapi kami para relawan seantero nusantara yakin pasangan AMIN menang 1 putaran.";0;0;0;0;in;1476021941261651970;1723849437456257374;GoblegAsal;https://twitter.com/GoblegAsal/status/1723849437456257374
Sun Nov 12 23:45:01 +0000 2023;1723849408553558065;"@KompasTV Hanya sandiwara antara PDIP dan keluarga jokowi untuk menghadang anies";0;0;0;0;in;1260179404824567808;1723571850226303235;sumoburloff;https://twitter.com/sumoburloff/status/1723849408553558065
Sun Nov 12 23:44:44 +0000 2023;1723849340421288402;"@mediocrickey Knp segitunya jokowi dukung prabowo min? Karena anies?";2;22;1;7;in;173759813;1723846210354876780;_ynis_;https://twitter.com/_ynis_/status/1723849340421288402
Sun Nov 12 23:44:01 +0000 2023;1723849156438221226;"@PDemokrat salut banget sama Anies-Muhaimin karena sangat membantu kemerdekaan palestina";0;0;0;0;in;1680949426570035201;1723628278341325158;sorayabent18540;https://twitter.com/sorayabent18540/status/1723849156438221226
Sun Nov 12 23:43:59 +0000 2023;1723849150176055304;"@PartaiSocmed Ini emang buble twitter ku yg kebanyakan info tentang policy plan berbagai bidang dari Pak Anies kalo terpilih atau emang calon lain ga terlalu banyak konten yang serupa, ya? Ada tapi perbandingannya kayak lumayan secara jumlah muncul di TL.";0;2;0;1;in;625273998;1723731517040382282;nistmah;https://twitter.com/nistmah/status/1723849150176055304
Sun Nov 12 23:43:47 +0000 2023;1723849099424792633;"@VIVAcoid BukN pengkhianatan tapi bersandiwara menghadang anies";0;0;0;0;in;1260179404824567808;1723695786188550401;sumoburloff;https://twitter.com/sumoburloff/status/1723849099424792633
Sun Nov 12 23:43:38 +0000 2023;1723849060350882161;"@alisyarief ada cukup bukti anies menerima dana kampanye Pilgub melebihi ketentuan, tapi tetap lenggang kangkung..... dimana etika dan ke warasan ? masih nyapres saja.... malu? kaga! 😆😆😆 https://t.co/nXGfd1Mcat";0;1;0;1;in;3921603252;1723844134031773987;kuracaci;https://twitter.com/kuracaci/status/1723849060350882161
Sun Nov 12 23:43:20 +0000 2023;1723848987868893320;"@mediaindonesia @genggamm Pak Anies sebagai pemimpin ummat memberikan dorongan bagi aparat negara untuk menjaga netralitas dan keadilan selama pemilu, salut banget beliau keren";0;0;0;0;in;884899015560642560;1723314647896563940;ryomekn;https://twitter.com/ryomekn/status/1723848987868893320
Sun Nov 12 23:43:09 +0000 2023;1723848937964966395;"@mediaindonesia memang terbaik banget yaa Anies-Muhaimin selalu jadi yang terhebat";0;0;0;0;in;1702736637141327872;1723314647896563940;sinamonnn2;https://twitter.com/sinamonnn2/status/1723848937964966395
Sun Nov 12 23:43:06 +0000 2023;1723848926032187590;"@aslamfajfaj @PartaiSocmed Swing voter melihat anies seperti ini akan angguk2 dan senyum2. Boleh jg ini 😁";0;1;0;2;in;578900674;1723731517040382282;akumedia_id;https://twitter.com/akumedia_id/status/1723848926032187590
Sun Nov 12 23:42:55 +0000 2023;1723848881207685287;"@EdyKiantolol @soeyoto1 Rasanya nggak semua capres begitu...  Dengarkan statement capresnya langsung. Kalau pak Prabowo menyatakan "keberlanjutan dan penyempurnaan".  Kalau pak Ganjar sekarang mirip mirip pak Anies.  Soal "apakah akan melanjutkan IKN?", pak Ganjar jawabannya tidak setegas yang dulu";0;2;0;0;in;1700726715197370368;1723669822905749811;anwarsupeno;https://twitter.com/anwarsupeno/status/1723848881207685287
Sun Nov 12 23:42:41 +0000 2023;1723848820579033302;"@PDemokrat semangat selalu kita dukung palestina bersama Anies-Muhaimin";0;0;0;0;in;1702736637141327872;1723628278341325158;sinamonnn2;https://twitter.com/sinamonnn2/status/1723848820579033302
Sun Nov 12 23:42:10 +0000 2023;1723848692216824075;"@Hasbil_Lbs Gimic dinasti politik cuma skenario dr kandang kebo,pada akhirnya yg jadi korban demokrat dan pak mahfud.Surya paloh,Gibran sebagai umpan untuk mengagalkan suara perubahan yg di gagas demokrat mengandeng anies.NB krn PDIP sadar kekuatan demokrat di 2009.";0;0;0;0;in;2548497354;1723636627019633082;10c61453c0f6439;https://twitter.com/10c61453c0f6439/status/1723848692216824075
Sun Nov 12 23:42:01 +0000 2023;1723848652966277431;"@mas_veel Kemarin2x foto ini sering keluar...skg kok mendadak hilang ? Ada apa..yq dg Solihin ? https://t.co/wB1nrg4tG1";1;0;0;0;in;1218988439514693633;1723822192591610176;tukangaduayam;https://twitter.com/tukangaduayam/status/1723848652966277431
Sun Nov 12 23:41:54 +0000 2023;1723848625984598146;"Indikator Politik Indonesia merilis simulasi head to head Capres Prabowo-Gibran vs Anies Cak Imin. Adapun responden survei adalah warga negara Indonesia yang telah berusia 17 tahun atau sudah menikah. https://t.co/fDW9VUixXP";0;0;0;0;in;1600779468544806914;1723848625984598146;terasjakartaid;https://twitter.com/terasjakartaid/status/1723848625984598146
Sun Nov 12 23:41:30 +0000 2023;1723848522838249940;"@PDemokrat mari kita bersama pak anies melawan bangsa israel demi kemerdekaan palestina";0;0;0;0;in;1702057602602221568;1723628278341325158;gilangmundi;https://twitter.com/gilangmundi/status/1723848522838249940
Sun Nov 12 23:41:18 +0000 2023;1723848472733086180;"@pitikwalik8080 @PartaiSocmed Kwkkwwk bener mau anies atau prabowo yang penting ganjar dan pdip tenggelam";0;0;0;0;in;1581108294323965952;1723692712967454871;sambolado88;https://twitter.com/sambolado88/status/1723848472733086180
Sun Nov 12 23:40:55 +0000 2023;1723848377027424361;"@SastroMedia Sori , saya bukan pendukung Prabowo. Bukan pendukung Anies. Bukan pendukung Ganjar.  Jadi ga perlu menjilat mereka ber 3.  Cuma saya lebih cerdas dari pendukung Ganjar yang rata2 TOLOL sehingga gampang dibodohi tim buzzers kokoh pembina.  Saya tetap pendukung Jokowi.";1;0;0;0;in;42142634;1723655447339844086;HakimGarisLurus;https://twitter.com/HakimGarisLurus/status/1723848377027424361
Sun Nov 12 23:40:53 +0000 2023;1723848371268636981;"@Hasbil_Lbs Sorry bang.. gw dukung anies. Tp gw dukung krn kewarasan otak gw. Dan abang dukung prabowo krn kewarasan otak abang. Nah menurut otak gw, lo punya cawapres dipaksain dgn melanggar konstitusi. Nah klo menurut otak abang gmna? Gw nanya itu aja dlu gak usah melebar jauh..";0;0;1;4;in;1160335898;1723715370195075186;Riadalfahmi;https://twitter.com/Riadalfahmi/status/1723848371268636981
Sun Nov 12 23:40:36 +0000 2023;1723848300271734792;"@mediocrickey intinya "asal bukan Anies"? padahal Anies salah satu pandawa limanya Jokowi-JK tahun 2014  wkwk";0;2;0;8;in;481775958;1723846210354876780;ashimkhair;https://twitter.com/ashimkhair/status/1723848300271734792
Sun Nov 12 23:40:27 +0000 2023;1723848262258659350;"@Geyelicius 1. Anies = mantan rektor Univ Paramadina (didirikan cak Nurcholis Majid), anaknya sekolah di SD Lazuardi  2. Ganjar = tau sendiri 3. Prabowo = tau sendiri. Kalian akan dipmpin oleh seorang yg seperti kalian, karena penguasa adalah cerminan rakyatnya";0;0;2;0;in;1313426534028378112;1723829311600541899;datut_t;https://twitter.com/datut_t/status/1723848262258659350
Sun Nov 12 23:40:20 +0000 2023;1723848229937168694;"Masya Allah Pak Anies. https://t.co/YUTBLd01Ch";0;0;0;0;in;875489444760928256;1723848229937168694;Bhuz11;https://twitter.com/Bhuz11/status/1723848229937168694
Sun Nov 12 23:40:04 +0000 2023;1723848163281285627;"@hansssolo @officialMKRI Ada bala-bala gak? Bosen jualannya cireng melulu....🤣";0;0;0;1;in;1218988439514693633;1723832907293450701;tukangaduayam;https://twitter.com/tukangaduayam/status/1723848163281285627
Sun Nov 12 23:39:32 +0000 2023;1723848028325376283;"@mediaindonesia Kehebatan teoritis Pak Anies diimplementasikan dalam mendukung aparat negara yang netral dan tidak terlibat politik praktis.";0;0;0;0;in;892166822773927936;1723314647896563940;babyoorange;https://twitter.com/babyoorange/status/1723848028325376283
Sun Nov 12 23:39:08 +0000 2023;1723847927062303070;"@Malika6027 Orang sunda selalu berfikiran Akal sehat..Hidup Pak Anies 👍👍";0;0;0;2;in;1607753736839102464;1723532953261908205;sukardi_abdul;https://twitter.com/sukardi_abdul/status/1723847927062303070
Sun Nov 12 23:39:06 +0000 2023;1723847920171245624;"@breowww @PolJokesID @ianbremmer @aniesbaswedan Intinya, di video itu pak Anies itu mau pelayanan publik efisien ala2 korporat. Dan itu irrelevan sama konsep SME, alias kalo mau efisiensi public sector, Singapura yg full state capitalism pun bisa.  Again, the idea ia good, but the rethoric is misleading.";0;0;0;0;in;1399282250038931457;1723521542137725154;ToshihikoTanak5;https://twitter.com/ToshihikoTanak5/status/1723847920171245624
Sun Nov 12 23:39:06 +0000 2023;1723847920103858371;"@AndreasSolusi @gm_gm Aamiiiin...👍👍👍";0;0;0;0;et;1218988439514693633;1723655061002432807;tukangaduayam;https://twitter.com/tukangaduayam/status/1723847920103858371
Sun Nov 12 23:39:00 +0000 2023;1723847893671682340;"@ekowboy2 itu kan yang dari Nasdem yang korupsi 8 T. eh eko gak tanya anies, sekarang gak naik Private Jet lagi..... kere ya? maka nya kalau punya Bendahara jangan di biarkan sampai cuti..... jadi seret kan duit nya.";0;0;0;0;in;3921603252;1723128408295522436;kuracaci;https://twitter.com/kuracaci/status/1723847893671682340
Sun Nov 12 23:38:49 +0000 2023;1723847851497939133;"@ch_chotimah2 @ganjarpranowo @mohmahfudmd Tetap Anies Baswedan yang terbaik";0;0;0;0;in;2519471036;1723605055096627349;Bakhjatul;https://twitter.com/Bakhjatul/status/1723847851497939133
Sun Nov 12 23:38:19 +0000 2023;1723847725111034167;"@Kimberley_2024 @yusufagro Makanya Presiden sampai bilang banyak drama 🤣";0;1;0;2;in;1218988439514693633;1723767602814878084;tukangaduayam;https://twitter.com/tukangaduayam/status/1723847725111034167
Sun Nov 12 23:38:10 +0000 2023;1723847686577676538;"@tokobesi5758 @kumparan Bacot kau dungu, renovasi apaan si lu GBLK . Orang cuma ganti rumput. Itu stadion keseluruhan yg buat pekerja lokal saat Anies ngejabat DKI, soal rumput mah bukan itungan renovasi tpi cuma ganti rumput DOANG";0;1;0;0;in;1506611589327507457;1723590488970985843;fmyvfnkoig;https://twitter.com/fmyvfnkoig/status/1723847686577676538
Sun Nov 12 23:37:50 +0000 2023;1723847603111211343;"@PartaiSocmed Penyepong Ganjar dan Jokowi akan selamanya bilang “Anies jago ngomong doang kerja ngga becus”";0;1;0;0;in;2818229282;1723731517040382282;dzulfikaralrfq;https://twitter.com/dzulfikaralrfq/status/1723847603111211343
Sun Nov 12 23:37:46 +0000 2023;1723847583175737597;"@yuliawan130766 Ingat air jg meresap belum sampai ketujuan air bisa lenyap  Semoga nilai2 keluhuran pak Anies ngak habis lenyap";0;0;0;0;in;1604083921905364994;1722595307534586236;Nilot__;https://twitter.com/Nilot__/status/1723847583175737597
Sun Nov 12 23:36:59 +0000 2023;1723847389679857713;"@mediaindonesia Kehebatan Pak Anies dalam teori dapat diwujudkan dengan memastikan bahwa aparat negara tidak terlibat dalam politik praktis selama pemilu, ayo malu kalian kalau nggak netral";0;0;0;0;in;760868701369401344;1723314647896563940;senddirian;https://twitter.com/senddirian/status/1723847389679857713
Sun Nov 12 23:36:43 +0000 2023;1723847320733667593;"@Malika6027 Insya Allah Pak Anies presidnlen dan Cak iming wakil Presiden  ,,Aamiin .";0;0;0;2;in;1607753736839102464;1723532953261908205;sukardi_abdul;https://twitter.com/sukardi_abdul/status/1723847320733667593
Sun Nov 12 23:36:40 +0000 2023;1723847308679201160;"@GeiszChalifah Semua demi politik, menjatuhkan pak anies, tapi Alloh maha adil, yg terjadi sebaliknya...";0;0;0;3;in;3268976647;1723617152132083960;cahyonoor3;https://twitter.com/cahyonoor3/status/1723847308679201160
Sun Nov 12 23:36:14 +0000 2023;1723847198725853366;"@Hasbil_Lbs Cuma kecurangan yg bisa mengalahkan Anies saat ini";0;0;1;3;in;1322380247308791809;1723715370195075186;Wakwaw08863177;https://twitter.com/Wakwaw08863177/status/1723847198725853366
Sun Nov 12 23:36:12 +0000 2023;1723847192065004001;"Heru sejatinya adalah buzzernya Anies.";0;0;0;0;in;52677541;1723847192065004001;Darrod_;https://twitter.com/Darrod_/status/1723847192065004001
Sun Nov 12 23:36:08 +0000 2023;1723847175195467776;"@mediaindonesia Anies-Amin adalah calon presiden yang sangat jujur";0;0;0;0;in;1642148563844235264;1723314647896563940;natnat_68;https://twitter.com/natnat_68/status/1723847175195467776
Sun Nov 12 23:35:53 +0000 2023;1723847109969858706;"@mediaindonesia Sebagai pemimpin ummat, Pak Anies Baswedan mendukung netralitas, makanya nih aparat negara lain ayolah netral juga agar pemilu berjalan adil, tiru pak Anies";0;0;0;0;in;793151743945310208;1723314647896563940;mengenyam;https://twitter.com/mengenyam/status/1723847109969858706
Sun Nov 12 23:35:46 +0000 2023;1723847083071856734;"@alextham878 Mending pilih Mang Adul Progamnya jelas....🤣🤣🤣 https://t.co/OBmlHQOERB";0;0;0;1;in;1218988439514693633;1723742141888057742;tukangaduayam;https://twitter.com/tukangaduayam/status/1723847083071856734
Sun Nov 12 23:35:11 +0000 2023;1723846934157308154;"@mediaindonesia semangat selalu bersama pak Anies kita akan menghilangkan ketidakjujuran";0;0;0;0;in;1642260202111242241;1723314647896563940;Natnat_901;https://twitter.com/Natnat_901/status/1723846934157308154
Sun Nov 12 23:35:09 +0000 2023;1723846928189059158;"@ekky1995 Yg mau pilih PAGI: - Memang suka sama Prabowo, mau dipasangkan dgn sendal jepit pun tetap pilih Prabowo. - Pendukung Jokowi “tegak lurus”, ke mana pun arah dukungan Jokowi, mereka ikut. Yg kecewa Prabowo-Gibran, mereka beralih ke Anies, tapi jumlahnya relatif kecil.";0;1;0;0;in;411262420;1723746640857792706;alexanderdrspan;https://twitter.com/alexanderdrspan/status/1723846928189059158
Sun Nov 12 23:35:06 +0000 2023;1723846912661688615;"Anies Baswedan Bocorkan Data Pertumbuhan Ekonomi: Belum Berhasil Selesaikan Pengangguran https://t.co/WGTAiosBvi";2;15;294;1187;in;55507370;1723846912661688615;tvOneNews;https://twitter.com/tvOneNews/status/1723846912661688615
Sun Nov 12 23:34:49 +0000 2023;1723846844571341012;"Bisa saja itu terjadi mbak tapi kalau tim anies dan pendukungnya hanya berkutat di medsos tapi tidak bergerak di akar rumput terutama di pedesaan yaa mohon maaf kalau harapan mbak nur akan sulit tercapai.... Di pedesaan aja banyak yang nggak kenal siapa mas anies...fakta...";5;10;9;75;in;1152707809689010176;1723846844571341012;mbahjhojho;https://twitter.com/mbahjhojho/status/1723846844571341012
Sun Nov 12 23:34:42 +0000 2023;1723846812237267412;"@NyaiiBubu Bhua...ha...ha...ha...🤣";0;0;0;0;hi;1218988439514693633;1723707119361564712;tukangaduayam;https://twitter.com/tukangaduayam/status/1723846812237267412
